,product name,ratings,reviews,helpful,date,,asin,target,text
1960,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",3,"

  Very faint smell. Will try something else next time.

",0,"February 28, 2018",,B000P22TIY,n,"

  Very faint smell. Will try something else next time.

"
1961,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  The sea smell is refreshing and the price is convenient

",0,"February 11, 2018",,B000P22TIY,p,"

  The sea smell is refreshing and the price is convenient

"
1962,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Although people use it allot and smells synthetic it still brings in complements and i dont mind the synthetic scent it smells pretty good i recomend it for a person looking for a fresh scent just dont overspray

",0,"July 15, 2017",,B000P22TIY,p,"

  Although people use it allot and smells synthetic it still brings in complements and i dont mind the synthetic scent it smells pretty good i recomend it for a person looking for a fresh scent just dont overspray

"
1963,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  This has become my signature scent.

",0,"September 4, 2017",,B000P22TIY,p,"

  This has become my signature scent.

"
1964,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Awesome!

",0,"July 11, 2020",,B000P22TIY,p,"

  Awesome!

"
1965,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  good

",0,"March 4, 2018",,B000P22TIY,n,"

  good

"
1966,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",2,"

  This fragrance really Surprised me it smells great and it lasts a long time, Smells like a fresh shower gel.

",0,"April 19, 2020",,B000P22TIY,n,"

  This fragrance really Surprised me it smells great and it lasts a long time, Smells like a fresh shower gel.

"
1967,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Bought 4 as gifts and 1 for me. Great deals

",0,"December 18, 2019",,B000P22TIY,p,"

  Bought 4 as gifts and 1 for me. Great deals

"
1968,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Good delivery timing

",0,"July 12, 2020",,B000P22TIY,n,"

  Good delivery timing

"
1969,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I received a counterfeit product. The fragrance is way too alcoholic and not pleasent.

",0,"March 22, 2020",,B000P22TIY,p,"

  I received a counterfeit product. The fragrance is way too alcoholic and not pleasent.

"
1970,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Has a very fresh, clean scent that is not overpowering. Good for everyday. Good price too.

",0,"February 11, 2017",,B000P22TIY,p,"

  Has a very fresh, clean scent that is not overpowering. Good for everyday. Good price too.

"
1971,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smells soo delicious

",0,"September 6, 2020",,B000P22TIY,p,"

  Smells soo delicious

"
1972,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Smells awesome!

",0,"December 29, 2017",,B000P22TIY,p,"

  Smells awesome!

"
1973,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great smell, got complemented after the third day of wearing it.

",0,"April 12, 2019",,B000P22TIY,p,"

  Great smell, got complemented after the third day of wearing it.

"
1974,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Nice clean smell. I have women chasing me down the streets now. :)Just kidding of course but it does have a clean smell that my wife really likes.

",0,"February 22, 2015",,B000P22TIY,p,"

  Nice clean smell. I have women chasing me down the streets now. :)Just kidding of course but it does have a clean smell that my wife really likes.

"
1975,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  I absolutely love the smell of his cologne

",0,"December 20, 2019",,B000P22TIY,p,"

  I absolutely love the smell of his cologne

"
1976,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  GREAT DEAL

",0,"January 18, 2018",,B000P22TIY,p,"

  GREAT DEAL

"
1977,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Love it.

",0,"February 4, 2020",,B000P22TIY,p,"

  Love it.

"
1978,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Very bad. Lıke a fake. Also no return!!!!!

",0,"April 4, 2020",,B000P22TIY,n,"

  Very bad. Lıke a fake. Also no return!!!!!

"
1979,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I smell so good I've gotten so many ladies the bidness

",0,"November 15, 2017",,B000P22TIY,p,"

  I smell so good I've gotten so many ladies the bidness

"
1980,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  it smells great i love it

",0,"June 15, 2020",,B000P22TIY,p,"

  it smells great i love it

"
1981,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Smells really fresh and masculine, I get compliments everyday

",0,"August 1, 2019",,B000P22TIY,n,"

  Smells really fresh and masculine, I get compliments everyday

"
1982,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Nice gift

",0,"February 7, 2018",,B000P22TIY,p,"

  Nice gift

"
1983,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  I bought it for my husband and he loves it

",0,"January 21, 2019",,B000P22TIY,p,"

  I bought it for my husband and he loves it

"
1984,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Perfect scent for summer, plus it brings back memories when I wore it back in 2005.

",0,"June 11, 2020",,B000P22TIY,p,"

  Perfect scent for summer, plus it brings back memories when I wore it back in 2005.

"
1985,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  My husband's favorite for every day use

",0,"June 14, 2019",,B000P22TIY,p,"

  My husband's favorite for every day use

"
1986,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Boyfriend loves it

",0,"July 14, 2020",,B000P22TIY,p,"

  Boyfriend loves it

"
1987,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Excelente aroma

",0,"August 17, 2019",,B000P22TIY,p,"

  Excelente aroma

"
1988,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I was not expecting what I received, the bottle it was bigger then I tough and smells amazing, definitely an everyday cologne !

",0,"August 2, 2015",,B000P22TIY,p,"

  I was not expecting what I received, the bottle it was bigger then I tough and smells amazing, definitely an everyday cologne !

"
1989,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Smells good

",0,"June 15, 2019",,B000P22TIY,p,"

  Smells good

"
1990,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Not bad

",0,"March 19, 2018",,B000P22TIY,p,"

  Not bad

"
1991,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Solid purchase

",0,"April 25, 2019",,B000P22TIY,n,"

  Solid purchase

"
1992,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Muy bien

",0,"October 30, 2019",,B000P22TIY,p,"

  Muy bien

"
1993,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  gave my boyfriend an allergic reaction even though he regularly uses the Nautical Voyage #38 and it’s not eligible for returns even though i can’t find anywhere that says that.

",0,"February 16, 2019",,B000P22TIY,p,"

  gave my boyfriend an allergic reaction even though he regularly uses the Nautical Voyage #38 and it’s not eligible for returns even though i can’t find anywhere that says that.

"
1994,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  All good.

",0,"June 23, 2019",,B000P22TIY,p,"

  All good.

"
1995,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smells good and nice for the lady’s, the smell doesn’t last a while but smell good

",0,"August 13, 2019",,B000P22TIY,p,"

  Smells good and nice for the lady’s, the smell doesn’t last a while but smell good

"
1996,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  10/10 will probably buy again

",0,"February 7, 2020",,B000P22TIY,p,"

  10/10 will probably buy again

"
1997,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  😍😍

",0,"May 4, 2019",,B000P22TIY,p,"

  😍😍

"
1998,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Nice clean smell doesn’t last very long but is a decent scent for 10 dollars a good cologne to wear doing everyday activities

",0,"January 27, 2020",,B000P22TIY,p,"

  Nice clean smell doesn’t last very long but is a decent scent for 10 dollars a good cologne to wear doing everyday activities

"
1999,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It’s really good one for $17Soft smell and I really like it

",0,"October 10, 2020",,B000P22TIY,p,"

  It’s really good one for $17Soft smell and I really like it

"
2000,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great choice, smells pretty well, and it's a great deal for the money.

",0,"July 17, 2020",,B000P22TIY,p,"

  Great choice, smells pretty well, and it's a great deal for the money.

"
2001,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This one is good for everyday use compared to the Guess Seductive Spray I have tried.

",0,"March 20, 2018",,B000P22TIY,p,"

  This one is good for everyday use compared to the Guess Seductive Spray I have tried.

"
2002,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Very nice

",0,"February 10, 2018",,B000P22TIY,p,"

  Very nice

"
2003,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  A favorite of many women I know

",0,"September 8, 2017",,B000P22TIY,p,"

  A favorite of many women I know

"
2004,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Good smelling cologne that's not to strong and at a great price.Gave it to my Brother For Christmas and he really likes it.

",0,"December 17, 2015",,B000P22TIY,n,"

  Good smelling cologne that's not to strong and at a great price.Gave it to my Brother For Christmas and he really likes it.

"
2005,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Bought for my teenage son. Smells fresh and clean not overpowering perfect for young men.

",0,"March 17, 2019",,B000P22TIY,p,"

  Bought for my teenage son. Smells fresh and clean not overpowering perfect for young men.

"
2006,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I've been wearing this Cologne for a long time and this smells differently now.

",2,"December 22, 2015",,B000P22TIY,p,"

  I've been wearing this Cologne for a long time and this smells differently now.

"
2007,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smelled so great on my son that I decided to have one for myself.

",0,"February 10, 2020",,B000P22TIY,p,"

  Smelled so great on my son that I decided to have one for myself.

"
2008,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This is not good product, even if you give free of cost it’s waste.

",0,"October 11, 2019",,B000P22TIY,p,"

  This is not good product, even if you give free of cost it’s waste.

"
2009,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",3,"

  Excellent, but the smell is so familiar there's no way to stand out, but I suppose if you're buying one of the most highly rated colognes on Amazon you're not necessarily looking for a truly unique smell anyway, right? ;)

",0,"August 30, 2015",,B000P22TIY,n,"

  Excellent, but the smell is so familiar there's no way to stand out, but I suppose if you're buying one of the most highly rated colognes on Amazon you're not necessarily looking for a truly unique smell anyway, right? ;)

"
2010,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Good cologne but doesn't stay for to long, maybe watered down but considering the price it's not bad. I have this in my car for emergencies ;-)

",0,"December 24, 2014",,B000P22TIY,p,"

  Good cologne but doesn't stay for to long, maybe watered down but considering the price it's not bad. I have this in my car for emergencies ;-)

"
2011,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Received compliments on my scent ever since it arrived!

",1,"August 4, 2019",,B000P22TIY,p,"

  Received compliments on my scent ever since it arrived!

"
2012,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Omg it smells so good my husband receives so many compliments on this cologne.

",0,"March 12, 2019",,B000P22TIY,p,"

  Omg it smells so good my husband receives so many compliments on this cologne.

"
2013,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Bought this for my dad. Smells GREAT! Fresh and clean! Would but again. Hopefully the scent lasts.

",0,"June 14, 2016",,B000P22TIY,p,"

  Bought this for my dad. Smells GREAT! Fresh and clean! Would but again. Hopefully the scent lasts.

"
2014,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I love it! Smells so good!

",0,"April 5, 2020",,B000P22TIY,p,"

  I love it! Smells so good!

"
2015,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  This smells wonderful on my husband. I needed something different to add to his collection. This is almost a smell you would expect on a beach with a surfer. It is clean smelling, light and maybe a bit tropical. I am guilty of sniffing my husband when he's unaware. Lasts a long time and leaves a nice trail of fragrance in the air.

",4,"June 30, 2017",,B000P22TIY,p,"

  This smells wonderful on my husband. I needed something different to add to his collection. This is almost a smell you would expect on a beach with a surfer. It is clean smelling, light and maybe a bit tropical. I am guilty of sniffing my husband when he's unaware. Lasts a long time and leaves a nice trail of fragrance in the air.

"
2016,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Not what i expected. Fragrance is kinda plain and overused. Although it lasts a fair amount of hours it smells kinda cheap and similar to so many other common inexpensive retail brands

",0,"December 9, 2013",,B000P22TIY,p,"

  Not what i expected. Fragrance is kinda plain and overused. Although it lasts a fair amount of hours it smells kinda cheap and similar to so many other common inexpensive retail brands

"
